TxnID,Date,Description,Internal reference,External reference,Currency,Amount,Balance after transaction,Match,Booking,Synced to Dooer date
"1469","2017-12-12","Arbetsgivaravgift nov 2017",,,"SEK","-3142","-8084","","","2018-10-30 08:55:40"
"1468","2017-12-12","Debiterad preliminärskatt",,,"SEK","-4942","-4942","","","2018-10-30 08:55:40"
"1467","2017-12-02","Utbetalning",,,"SEK","-51012","0","","","2018-10-30 08:55:40"
"1466","2017-12-02","Korrigerad kostnadsränta",,,"SEK","527","51012","","","2018-10-30 08:55:40"
"1465","2017-12-02","Tillgodoförd debiterad preliminärskatt",,,"SEK","59304","50485","","","2018-10-30 08:55:40"
"1464","2017-12-02","Slutlig skatt",,,"SEK","-8131","-8819","","","2018-10-30 08:55:40"
"1463","2017-11-15","Inbetalning bokförd 171114",,,"SEK","26073","-688","","","2018-10-30 08:55:40"
"1462","2017-11-14","Inbetalning bokförd 171113",,,"SEK","5476","-26761","","","2018-10-30 08:55:40"
"1461","2017-11-14","Inbetalning bokförd 171113",,,"SEK","4942","-32237","","","2018-10-30 08:55:40"
"1460","2017-11-14","Moms juli 2017 - sept 2017",,,"SEK","-26073","-37179","","","2018-10-30 08:55:40"
"1459","2017-11-13","Avdragen skatt okt 2017",,,"SEK","-1776","-11106","","","2018-10-30 08:55:40"
"1458","2017-11-13","Arbetsgivaravgift okt 2017",,,"SEK","-3700","-9330","","","2018-10-30 08:55:40"
"1457","2017-11-13","Debiterad preliminärskatt",,,"SEK","-4942","-5630","","","2018-10-30 08:55:40"
"1456","2017-11-04","Kostnadsränta",,,"SEK","-10","-688","","","2018-10-30 08:55:40"
"1455","2017-10-13","Inbetalning bokförd 171012",,,"SEK","5476","-678","","","2018-10-30 08:55:40"
"1454","2017-10-13","Inbetalning bokförd 171012",,,"SEK","4942","-6154","","","2018-10-30 08:55:40"
"1453","2017-10-12","Avdragen skatt sept 2017",,,"SEK","-1776","-11096","","","2018-10-30 08:55:40"
"1452","2017-10-12","Arbetsgivaravgift sept 2017",,,"SEK","-3700","-9320","","","2018-10-30 08:55:40"
"1451","2017-10-12","Debiterad preliminärskatt",,,"SEK","-4942","-5620","","","2018-10-30 08:55:40"
"1450","2017-10-01","Kostnadsränta",,,"SEK","-11","-678","","","2018-10-30 08:55:40"
"1449","2017-09-14","Inbetalning bokförd 170913",,,"SEK","4942","-667","","","2018-10-30 08:55:40"
"1448","2017-09-12","Debiterad preliminärskatt",,,"SEK","-4942","-5609","","","2018-10-30 08:55:40"
"1447","2017-09-02","Kostnadsränta",,,"SEK","-6","-667","","","2018-10-30 08:55:40"
"1446","2017-08-18","Inbetalning bokförd 170817",,,"SEK","13500","-661","","","2018-10-30 08:55:40"
"1445","2017-08-18","Inbetalning bokförd 170817",,,"SEK","13381","-14161","","","2018-10-30 08:55:40"
"1444","2017-08-18","Inbetalning bokförd 170817",,,"SEK","4942","-27542","","","2018-10-30 08:55:40"
"1443","2017-08-17","Moms april 2017 - juni 2017",,,"SEK","-13381","-32484","","","2018-10-30 08:55:40"
"1442","2017-08-17","Avdragen skatt juli 2017",,,"SEK","-5491","-19103","","","2018-10-30 08:55:40"
"1441","2017-08-17","Arbetsgivaravgift juli 2017",,,"SEK","-8009","-13612","","","2018-10-30 08:55:40"
"1440","2017-08-17","Debiterad preliminärskatt",,,"SEK","-4942","-5603","","","2018-10-30 08:55:40"
"1439","2017-08-14","Förs.avgift moms/arbetsgivardeklaration 170512",,,"SEK","-625","-661","","","2018-10-30 08:55:40"
"1438","2017-08-05","Kostnadsränta",,,"SEK","-36","-36","","","2018-10-30 08:55:40"
"1437","2017-07-13","Inbetalning bokförd 170712",,,"SEK","5476","0","","","2018-10-30 08:55:40"
"1436","2017-07-13","Inbetalning bokförd 170712",,,"SEK","4942","-5476","","","2018-10-30 08:55:40"
"1435","2017-07-12","Avdragen skatt juni 2017",,,"SEK","-1776","-10418","","","2018-10-30 08:55:40"
"1434","2017-07-12","Arbetsgivaravgift juni 2017",,,"SEK","-3700","-8642","","","2018-10-30 08:55:40"
"1433","2017-07-12","Debiterad preliminärskatt",,,"SEK","-4942","-4942","","","2018-10-30 08:55:40"
"1432","2017-07-06","Inbetalning bokförd 170705",,,"SEK","20464","0","","","2018-10-30 08:55:40"
"1431","2017-07-01","Kostnadsränta",,,"SEK","-258","-20464","","","2018-10-30 08:55:40"
"1430","2017-07-01","Korrigerad kostnadsränta",,,"SEK","-185","-20206","","","2018-10-30 08:55:40"
"1429","2017-06-23","Inbetalning bokförd 170622",,,"SEK","625","-20021","","","2018-10-30 08:55:40"
"1428","2017-06-22","Moms jan 2017 - mars 2017",,,"SEK","-15170","-20646","","","2018-10-30 08:55:40"
"1427","2017-06-20","Avdragen skatt april 2017",,,"SEK","-1776","-5476","","","2018-10-30 08:55:40"
"1426","2017-06-20","Arbetsgivaravgift april 2017",,,"SEK","-3700","-3700","","","2018-10-30 08:55:40"
"1425","2017-06-14","Inbetalning bokförd 170612",,,"SEK","4942","0","","","2018-10-30 08:55:40"
"1424","2017-06-14","Debiterad preliminärskatt",,,"SEK","-4942","-4942","","","2018-10-30 08:55:40"
"1423","2017-05-16","Utbetalning",,,"SEK","-20646","0","","","2018-10-30 08:55:40"
"1422","2017-05-16","Inbetalning bokförd 170515",,,"SEK","15170","20646","","","2018-10-30 08:55:40"
"1421","2017-05-13","Inbetalning bokförd 170512",,,"SEK","927","5476","","","2018-10-30 08:55:40"
"1420","2017-05-12","Debiterad preliminärskatt",,,"SEK","-4942","4549","","","2018-10-30 08:55:40"
"1419","2017-04-13","Inbetalning bokförd 170412",,,"SEK","10952","9491","","","2018-10-30 08:55:40"
"1418","2017-04-13","Inbetalning bokförd 170412",,,"SEK","4942","-1461","","","2018-10-30 08:55:40"
"1417","2017-04-12","Avdragen skatt mars 2017",,,"SEK","-3552","-6403","","","2018-10-30 08:55:40"
"1416","2017-04-12","Arbetsgivaravgift mars 2017",,,"SEK","-7400","-2851","","","2018-10-30 08:55:40"
"1415","2017-04-12","Debiterad preliminärskatt",,,"SEK","-4942","4549","","","2018-10-30 08:55:40"
"1414","2017-04-01","Kostnadsränta",,,"SEK","-21","9491","","","2018-10-30 08:55:40"
"1413","2017-03-29","Inbetalning bokförd 170328",,,"SEK","8789","9512","","","2018-10-30 08:55:40"
"1412","2017-03-25","Inbetalning bokförd 170324",,,"SEK","4942","723","","","2018-10-30 08:55:40"
"1411","2017-03-13","Debiterad preliminärskatt",,,"SEK","-4942","-4219","","","2018-10-30 08:55:40"
"1410","2017-02-14","Inbetalning bokförd 170213",,,"SEK","5476","723","","","2018-10-30 08:55:40"
"1409","2017-02-14","Inbetalning bokförd 170213",,,"SEK","4942","-4753","","","2018-10-30 08:55:40"
"1408","2017-02-13","Moms okt 2016 - dec 2016",,,"SEK","-8789","-9695","","","2018-10-30 08:55:40"
"1407","2017-02-13","Avdragen skatt jan 2017",,,"SEK","-1776","-906","","","2018-10-30 08:55:40"
"1406","2017-02-13","Arbetsgivaravgift jan 2017",,,"SEK","-3700","870","","","2018-10-30 08:55:40"
"1405","2017-02-13","Debiterad preliminärskatt",,,"SEK","-4942","4570","","","2018-10-30 08:55:40"
"1404","2017-02-07","Utbetalning",,,"SEK","-10437","9512","","","2018-10-30 08:55:40"
"1403","2017-01-18","Inbetalning bokförd 170117",,,"SEK","10437","19949","","","2018-10-30 08:55:40"
"1402","2017-01-18","Inbetalning bokförd 170117",,,"SEK","10437","9512","","","2018-10-30 08:55:40"
"1401","2017-01-17","Avdragen skatt dec 2016",,,"SEK","-1791","-925","","","2018-10-30 08:55:40"
"1400","2017-01-17","Arbetsgivaravgift dec 2016",,,"SEK","-3704","866","","","2018-10-30 08:55:40"
"1399","2017-01-17","Debiterad preliminärskatt",,,"SEK","-4942","4570","","","2018-10-30 08:55:40"
"1398","2017-01-07","Intäktsränta",,,"SEK","4","9512","","","2018-10-30 08:55:40"
