TxnID,Date,Description,Internal reference,External reference,Currency,Amount,Balance after transaction,Match,Booking,Synced to Dooer date
"644","2017-09-26","Förs.avgift moms/arbetsgivardeklaration 170612",,,"SEK","-625","-9","","A650","2017-09-29 17:16:23"
"643","2017-09-23","Inbetalning bokförd 170922",,,"SEK","625","616","","","2017-09-29 17:16:23"
"642","2017-09-13","Inbetalning bokförd 170912",,,"SEK","37901","-9","","","2017-09-29 17:16:23"
"641","2017-09-12","Arbetsgivaravgift aug 2017",,,"SEK","-24429","-24438","","A649","2017-09-29 17:16:23"
"640","2017-09-12","Avdragen skatt aug 2017",,,"SEK","-13472","-37910","","A648","2017-09-29 17:16:23"
"626","2017-09-02","Kostnadsränta",,,"SEK","-9","-9","","A647","2017-09-07 14:14:56"
"603","2017-08-25","Inbetalning bokförd 170824",,,"SEK","1259","0","","","2017-08-29 14:53:57"
"579","2017-08-17","Arbetsgivaravgift juli 2017",,,"SEK","-25399","14871","","A646","2017-08-20 14:32:46"
"578","2017-08-17","Avdragen skatt juli 2017",,,"SEK","-16130","-1259","","A645","2017-08-20 14:32:46"
"577","2017-08-15","Inbetalning bokförd 170814",,,"SEK","41529","40270","","","2017-08-20 14:32:46"
"576","2017-08-05","Korrigerad kostnadsränta",,,"SEK","-10","-1240","","A644","2017-08-14 16:21:41"
"575","2017-08-05","Kostnadsränta",,,"SEK","-19","-1259","","A643","2017-08-14 16:21:41"
"511","2017-07-13","Inbetalning bokförd 170712",,,"SEK","40884","-1230","","","2017-08-06 19:39:47"
"510","2017-07-12","Arbetsgivaravgift juni 2017",,,"SEK","-25069","-26299","","","2017-08-06 19:39:47"
"509","2017-07-12","Avdragen skatt juni 2017",,,"SEK","-15815","-42114","","","2017-08-06 19:39:47"
"508","2017-07-05","Arbetsgivaravgift maj 2017",,,"SEK","-15081","7490","","","2017-08-06 19:39:47"
"507","2017-07-05","Avdragen skatt maj 2017",,,"SEK","-8720","-1230","","","2017-08-06 19:39:47"
"484","2017-07-01","Kostnadsränta",,,"SEK","-5","22571","","","2017-07-03 11:02:46"
"425","2017-06-14","Inbetalning bokförd 170612",,,"SEK","23801","22576","","","2017-06-18 11:12:03"
"424","2017-06-03","Kostnadsränta",,,"SEK","-12","-1225","","","2017-06-18 11:12:03"
"423","2017-05-13","Arbetsgivaravgift april 2017",,,"SEK","-15081","7507","","","2017-06-18 11:12:03"
"422","2017-05-13","Avdragen skatt april 2017",,,"SEK","-8720","-1213","","","2017-06-18 11:12:03"
"363","2017-04-13","Inbetalning bokförd 170412",,,"SEK","25467","22588","","","2017-04-25 17:04:37"
"362","2017-04-12","Arbetsgivaravgift mars 2017",,,"SEK","-16416","6172","","","2017-04-25 17:04:37"
"361","2017-04-12","Avdragen skatt mars 2017",,,"SEK","-9051","-2879","","","2017-04-25 17:04:37"
"285","2017-03-14","Inbetalning bokförd 170313",,,"SEK","80647","22588","","","2017-03-27 20:59:33"
"284","2017-03-13","Arbetsgivaravgift febr 2017",,,"SEK","-38410","-15822","","","2017-03-27 20:59:33"
"283","2017-03-13","Avdragen skatt febr 2017",,,"SEK","-42237","-58059","","","2017-03-27 20:59:33"
"282","2017-03-04","Korrigerad kostnadsränta",,,"SEK","5","22590","","","2017-03-27 20:59:33"
"281","2017-03-04","Kostnadsränta",,,"SEK","-5","22585","","","2017-03-27 20:59:33"
"280","2017-03-04","Korrigerad intäktsränta",,,"SEK","3","22588","","","2017-03-27 20:59:33"
"279","2017-02-27","Moms jan 2016 - dec 2016",,,"SEK","-131767","22585","","","2017-03-27 20:59:33"
"278","2017-02-25","Inbetalning bokförd 170224",,,"SEK","25467","154352","Rep 4","","2017-03-27 20:59:33"
"277","2017-02-18","Inbetalning bokförd 170217",,,"SEK","131767","128885","","","2017-03-27 20:59:32"
"276","2017-02-15","Arbetsgivaravgift jan 2017",,,"SEK","-16416","6169","","","2017-03-27 20:59:32"
"275","2017-02-15","Avdragen skatt jan 2017",,,"SEK","-9051","-2882","","","2017-03-27 20:59:32"
"274","2017-02-09","Beslut 170209 avdragen skatt nov 2016",,,"SEK","10726","10797","","","2017-03-27 20:59:32"
"273","2017-02-09","Beslut 170209 avdragen skatt dec 2016",,,"SEK","11788","22585","","","2017-03-27 20:59:32"
"150","2017-01-18","Inbetalning bokförd 170117",,,"SEK","34440","71","","","2017-01-18 17:01:59"
"149","2017-01-17","Arbetsgivaravgift dec 2016",,,"SEK","-17462","-17391","","","2017-01-18 17:01:59"
"148","2017-01-17","Avdragen skatt dec 2016",,,"SEK","-16978","-34369","","","2017-01-18 17:01:59"
"129","2017-01-07","Kostnadsränta",,,"SEK","-18","71","","","2017-01-11 20:23:53"
